,shop_id,even
222,24417898.0,Even
223,24681653.0,Odd
224,24805280.0,Even
225,92567513.0,Odd
226,25346378.0,Even
227,25452983.0,Odd
228,25459176.0,Even
229,25465946.0,Even
230,25698640.0,Even
231,26026296.0,Even
232,26152357.0,Odd
233,26174604.0,Even
234,26234218.0,Even
235,26593504.0,Even
236,26635009.0,Odd
237,26947756.0,Even
238,25346378.0,Even
239,26968895.0,Odd
240,27189632.0,Even
241,27475286.0,Even
242,27495068.0,Even
243,27495213.0,Odd
244,27501829.0,Odd
245,27565923.0,Odd
246,76774386.0,Even
247,27587590.0,Even
248,28053737.0,Odd
249,12692969.0,Odd
250,12725966.0,Even
251,28083210.0,Even
252,28086763.0,Odd
253,28265861.0,Odd
254,28285776.0,Even
255,28285874.0,Even
256,28348398.0,Even
257,28372816.0,Even
258,28372964.0,Even
259,28599611.0,Odd
260,28687036.0,Even
261,28687676.0,Even
262,28710029.0,Odd
263,28891865.0,Odd
264,28894571.0,Odd
265,28944793.0,Odd
266,29250436.0,Even
267,29520687.0,Odd
268,29667634.0,Even
269,29668384.0,Even
270,29668843.0,Odd
271,29943205.0,Odd
272,29945399.0,Odd
273,29952018.0,Even
274,29953032.0,Even
275,29990515.0,Odd
276,30333951.0,Odd
277,30432952.0,Even
278,30736001.0,Odd
279,30765076.0,Even
280,30843261.0,Odd
281,30868431.0,Odd
282,30954292.0,Even
283,31092295.0,Odd
284,26968895.0,Odd
285,31103468.0,Even
286,31475109.0,Odd
287,31876528.0,Even
288,31940570.0,Even
289,32393002.0,Even
290,31103468.0,Even
291,32595287.0,Odd
292,32852065.0,Odd
293,33507582.0,Even
294,33550146.0,Even
295,33866990.0,Even
296,34406371.0,Odd
297,34558652.0,Even
298,34638192.0,Even
299,34694901.0,Odd
300,34776792.0,Even
301,35284879.0,Odd
302,35469313.0,Odd
303,35475504.0,Even
304,35598492.0,Even
305,36241476.0,Even
306,36627257.0,Odd
307,37004578.0,Even
308,37008598.0,Even
309,37027661.0,Odd
310,40492624.0,Even
311,37146675.0,Odd
312,37147137.0,Odd
313,37189296.0,Even
314,37251700.0,Even
315,37251933.0,Odd
316,37252407.0,Odd
317,37587911.0,Odd
318,37968209.0,Odd
319,38341310.0,Even
320,39126014.0,Even
321,39232661.0,Odd
322,39283823.0,Odd
323,39372120.0,Even
324,39400356.0,Even
325,39569923.0,Odd
326,40215752.0,Even
327,40323623.0,Odd
328,40469232.0,Even
329,40495882.0,Even
330,40498225.0,Odd
331,40841302.0,Even
332,40867978.0,Even
333,40884779.0,Odd
334,42003620.0,Even
335,43269385.0,Odd
336,43382622.0,Even
337,43429971.0,Odd
338,43431223.0,Odd
339,43576771.0,Odd
340,43719124.0,Even
341,44437739.0,Odd
342,44671618.0,Even
343,45237836.0,Even
344,45330974.0,Even
345,45394315.0,Odd
346,45557108.0,Even
347,45811187.0,Odd
348,46312336.0,Even
349,46495394.0,Even
350,46796711.0,Odd
351,58411241.0,Odd
352,46944726.0,Even
353,76176908.0,Even
354,48843655.0,Odd
355,50658424.0,Even
356,50708029.0,Odd
357,50922062.0,Even
358,51925611.0,Odd
359,52600290.0,Even
360,52635036.0,Even
361,52733860.0,Even
362,52784309.0,Odd
363,52908117.0,Odd
364,133108937.0,Odd
365,52917348.0,Even
366,53017884.0,Even
367,53065044.0,Even
368,53452181.0,Odd
369,54873248.0,Even
370,55788683.0,Odd
371,55790034.0,Even
372,55940058.0,Even
373,55945465.0,Odd
374,55953258.0,Even
375,56026912.0,Even
376,56540396.0,Even
377,56542501.0,Odd
378,56662705.0,Odd
379,92611640.0,Even
380,12768647.0,Odd
381,12801654.0,Even
382,12843098.0,Even
383,13091597.0,Odd
384,13140292.0,Even
385,13377506.0,Even
386,13448324.0,Even
387,14171993.0,Odd
388,14318452.0,Even
389,14318520.0,Even
390,14376664.0,Even
391,14435852.0,Even
392,14681983.0,Odd
393,14732154.0,Even
394,15097423.0,Odd
395,15228345.0,Odd
396,15235546.0,Even
397,15290639.0,Odd
398,15570835.0,Odd
399,16392358.0,Even
400,16615350.0,Even
401,16621457.0,Odd
402,16728606.0,Even
403,16754403.0,Odd
404,16871589.0,Odd
405,17331040.0,Even
406,17604335.0,Odd
407,17914906.0,Even
408,18119190.0,Even
409,19037593.0,Odd
410,52784309.0,Odd
411,52908117.0,Odd
412,52917348.0,Even
413,53017884.0,Even
414,53065044.0,Even
415,53452181.0,Odd
416,54873248.0,Even
417,55788683.0,Odd
418,55790034.0,Even
419,55940058.0,Even
420,55945465.0,Odd
421,55953258.0,Even
422,56026912.0,Even
423,56540396.0,Even
424,56542501.0,Odd
425,56662705.0,Odd
426,56663124.0,Even
427,56675615.0,Odd
428,56678703.0,Odd
429,56685424.0,Even
430,56787456.0,Even
431,57205325.0,Odd
432,57205835.0,Odd
433,57327530.0,Even
434,57465664.0,Even
435,57659858.0,Even
436,57745492.0,Even
437,57775788.0,Even
438,57776355.0,Odd
439,56663124.0,Even
440,56675615.0,Odd
441,56678703.0,Odd
442,56685424.0,Even
443,56787456.0,Even
444,57205325.0,Odd
445,57205835.0,Odd
446,57327530.0,Even
447,57465664.0,Even
448,57659858.0,Even
449,57745492.0,Even
450,57775788.0,Even
451,57776355.0,Odd
452,58196006.0,Even
453,58418206.0,Even
454,58608593.0,Odd
455,58801108.0,Even
456,59165532.0,Even
457,59254144.0,Even
458,59443791.0,Odd
459,59466102.0,Even
460,59467197.0,Odd
461,60293070.0,Even
462,60315503.0,Odd
463,60775884.0,Even
464,60906768.0,Even
465,61475131.0,Odd
466,61504589.0,Odd
467,61506717.0,Odd
468,61640586.0,Even
469,61648718.0,Even
470,61783644.0,Even
471,61792033.0,Odd
472,61897659.0,Odd
473,61922582.0,Even
474,61922657.0,Odd
475,61963112.0,Even
476,62400587.0,Odd
477,62579622.0,Even
478,62582411.0,Odd
479,62583140.0,Even
480,62583853.0,Odd
481,62781995.0,Odd
482,63337709.0,Odd
483,63530045.0,Odd
484,63669256.0,Even
485,64477530.0,Even
486,65323877.0,Odd
487,65430610.0,Even
488,65453156.0,Even
489,65589552.0,Even
490,66540358.0,Even
491,67714315.0,Odd
492,67867049.0,Odd
493,12642741.0,Odd
494,68019230.0,Even
495,68475578.0,Even
496,69027083.0,Odd
497,69038616.0,Even
498,69837085.0,Odd
499,69986317.0,Odd
500,71014150.0,Even
501,71162995.0,Odd
502,63665185.0,Odd
503,71756544.0,Even
504,72112289.0,Odd
505,72176300.0,Even
506,95478052.0,Even
507,73293761.0,Odd
508,73395170.0,Even
509,74375002.0,Even
510,70656906.0,Even
511,73044085.0,Odd
512,70448302.0,Even
513,69979190.0,Even
514,53592803.0,Odd
515,66993474.0,Even
516,69393473.0,Odd
517,64874992.0,Even
518,40878946.0,Even
519,22189572.0,Even
520,39405996.0,Even
521,20089617.0,Odd
522,39002021.0,Odd
523,53897071.0,Odd
524,28337921.0,Odd
525,37447465.0,Odd
526,50812728.0,Even
527,71020693.0,Odd
528,11870741.0,Odd
529,38126136.0,Even
530,45681546.0,Even
531,48788084.0,Even
532,29626355.0,Odd
533,51586134.0,Even
534,12449502.0,Even
535,28244780.0,Even
536,14066899.0,Odd
537,35473699.0,Odd
538,30446111.0,Odd
539,30849289.0,Odd
540,55945766.0,Even
541,51145718.0,Even
542,53904988.0,Even
543,84397739.0,Odd
544,68994044.0,Even
545,70046721.0,Odd
546,73830486.0,Even
547,64903618.0,Even
548,77217829.0,Odd
549,76213405.0,Odd
550,75174553.0,Odd
551,73215945.0,Odd
552,28044314.0,Even
553,38972720.0,Even
554,59860978.0,Even
555,78916650.0,Even
556,76498287.0,Odd
557,76163461.0,Odd
558,66681160.0,Even
559,16226024.0,Even
560,70001183.0,Odd
561,43688581.0,Odd
562,33853391.0,Odd
563,78546729.0,Odd
564,73669984.0,Even
565,79684414.0,Even
566,65949042.0,Even
567,49813972.0,Even
568,66535928.0,Even
569,82577841.0,Odd
570,81871875.0,Odd
571,82696577.0,Odd
572,80749629.0,Odd
573,76526105.0,Odd
574,83379381.0,Odd
575,39359614.0,Even
576,74645976.0,Even
577,81845377.0,Odd
578,83276818.0,Even
579,70654447.0,Odd
580,71736459.0,Odd
581,31202234.0,Even
582,78382981.0,Odd
583,83250160.0,Even
584,83250058.0,Even
585,32852065.0,Odd
586,41821807.0,Odd
587,88069863.0,Odd
588,61940180.0,Even
589,69896757.0,Odd
590,83447572.0,Even
591,80938469.0,Odd
592,122192126.0,Even
593,57201540.0,Even
594,22587143.0,Odd
595,84327580.0,Even
596,78395655.0,Odd
597,42593816.0,Even
598,91799709.0,Odd
599,86567562.0,Even
600,54875964.0,Even
601,72318240.0,Even
602,70687187.0,Odd
603,111139273.0,Odd
604,37557538.0,Even
605,85636461.0,Odd
606,88613727.0,Odd
607,77273596.0,Even
608,83072305.0,Odd
609,77379140.0,Even
610,82239489.0,Odd
611,77887312.0,Even
612,78346322.0,Even
613,78346970.0,Even
614,5588806.0,Even
615,90366612.0,Even
616,75759659.0,Odd
617,89960894.0,Even
618,89997158.0,Even
619,88650802.0,Even
620,83250058.0,Even
621,83250160.0,Even
622,34401050.0,Even
623,86453975.0,Odd
624,76652247.0,Odd
625,29953032.0,Even
626,86673940.0,Even
627,86743477.0,Odd
628,90495808.0,Even
629,82558529.0,Odd
630,85093749.0,Odd
631,81843945.0,Odd
632,82572753.0,Odd
633,77251500.0,Even
634,59602111.0,Odd
635,84149986.0,Even
636,71206283.0,Odd
637,26723202.0,Even
638,81266217.0,Odd
639,76619437.0,Odd
640,80197568.0,Even
641,76198587.0,Odd
642,52607659.0,Odd
643,67833663.0,Odd
644,35480662.0,Even
645,92956201.0,Odd
646,37106639.0,Odd
647,93161366.0,Even
648,86739480.0,Even
649,84710867.0,Odd
650,93166883.0,Odd
651,92564297.0,Odd
652,95303264.0,Even
653,53159159.0,Odd
654,65762929.0,Odd
655,77885774.0,Even
656,11909435.0,Odd
657,41247732.0,Even
658,72181038.0,Even
659,55744685.0,Odd
660,90543688.0,Even
661,62711194.0,Even
662,93709510.0,Even
663,93963889.0,Odd
664,62541355.0,Odd
665,82433023.0,Odd
666,76643944.0,Even
667,81872517.0,Odd
668,72180206.0,Even
669,85771649.0,Odd
670,85637815.0,Odd
671,73296546.0,Even
672,87163539.0,Odd
673,80751898.0,Even
674,95061951.0,Odd
675,94327525.0,Odd
676,91881642.0,Even
677,91463961.0,Odd
678,16461019.0,Odd
679,65304483.0,Odd
680,7516924.0,Even
681,66699268.0,Even
682,21762495.0,Odd
683,17628187.0,Odd
684,45584444.0,Even
685,70466377.0,Odd
686,37137599.0,Odd
687,51115741.0,Odd
688,95885329.0,Odd
689,93970952.0,Even
690,94506916.0,Even
691,29452731.0,Odd
692,6771017.0,Odd
693,38018396.0,Even
694,53478807.0,Odd
695,40215752.0,Even
696,40323623.0,Odd
697,53478807.0,Odd
698,77360186.0,Even
699,76006583.0,Odd
700,17850010.0,Even
701,48046591.0,Odd
702,18254273.0,Odd
703,48908639.0,Odd
704,93179392.0,Even
705,71745024.0,Even
706,56431667.0,Odd
707,13735592.0,Even
708,15607060.0,Even
709,63512637.0,Odd
710,15424243.0,Odd
711,22913974.0,Even
712,39903989.0,Odd
713,59761496.0,Even
714,101633638.0,Even
715,25382138.0,Even
716,64903618.0,Even
717,53879061.0,Odd
718,27512239.0,Odd
719,71975800.0,Even
720,24888787.0,Odd
721,98283281.0,Odd
722,98518809.0,Odd
723,98058706.0,Even
724,51115741.0,Odd
725,25382138.0,Even
726,89732208.0,Even
727,36625757.0,Odd
728,53874302.0,Even
729,93157695.0,Odd
730,640697.0,Odd
731,28599611.0,Odd
732,28687036.0,Even
733,28687676.0,Even
734,28710029.0,Odd
735,28891865.0,Odd
736,28894571.0,Odd
737,28944793.0,Odd
738,29250436.0,Even
739,29520687.0,Odd
740,29667634.0,Even
741,29668384.0,Even
742,29668843.0,Odd
743,29943205.0,Odd
744,29945399.0,Odd
745,29952018.0,Even
746,29953032.0,Even
747,29990515.0,Odd
748,30333951.0,Odd
749,30432952.0,Even
750,30736001.0,Odd
751,30765076.0,Even
752,30843261.0,Odd
753,30868431.0,Odd
754,30954292.0,Even
755,31092295.0,Odd
756,26968895.0,Odd
757,31103468.0,Even
758,31475109.0,Odd
759,31876528.0,Even
760,31940570.0,Even
761,32393002.0,Even
762,31103468.0,Even
763,32595287.0,Odd
764,32852065.0,Odd
765,90543688.0,Even
766,62711194.0,Even
767,93709510.0,Even
768,93963889.0,Odd
769,62541355.0,Odd
770,82433023.0,Odd
771,76643944.0,Even
772,81872517.0,Odd
773,72180206.0,Even
774,85771649.0,Odd
775,85637815.0,Odd
776,73296546.0,Even
777,87163539.0,Odd
778,80751898.0,Even
779,95061951.0,Odd
780,94327525.0,Odd
781,91881642.0,Even
782,91463961.0,Odd
783,16461019.0,Odd
784,65304483.0,Odd
785,7516924.0,Even
786,66699268.0,Even
787,21762495.0,Odd
788,17628187.0,Odd
789,45584444.0,Even
790,70466377.0,Odd
791,37137599.0,Odd
792,51115741.0,Odd
793,95885329.0,Odd
794,93970952.0,Even
795,94506916.0,Even
796,29452731.0,Odd
797,6771017.0,Odd
798,38018396.0,Even
799,12652434.0,Even
800,34406371.0,Odd
801,95303264.0,Even
802,58196006.0,Even
803,58418206.0,Even
804,58608593.0,Odd
805,58801108.0,Even
806,59165532.0,Even
807,76163461.0,Odd
808,66681160.0,Even
809,16226024.0,Even
810,70001183.0,Odd
811,43688581.0,Odd
812,33853391.0,Odd
813,78546729.0,Odd
814,73669984.0,Even
815,79684414.0,Even
816,65949042.0,Even
817,49813972.0,Even
818,66535928.0,Even
819,82577841.0,Odd
820,81871875.0,Odd
821,82696577.0,Odd
822,80749629.0,Odd
823,76526105.0,Odd
824,83379381.0,Odd
825,39359614.0,Even
826,74645976.0,Even
827,81845377.0,Odd
828,83276818.0,Even
829,70654447.0,Odd
830,71736459.0,Odd
831,31202234.0,Even
832,78382981.0,Odd
833,83250160.0,Even
834,83250058.0,Even
835,32852065.0,Odd
836,41821807.0,Odd
837,88069863.0,Odd
838,61940180.0,Even
839,69896757.0,Odd
840,83447572.0,Even
841,80938469.0,Odd
842,62655794.0,Even
843,15429343.0,Odd
844,15226070.0,Even
845,75190673.0,Odd
846,12851682.0,Even
847,62749808.0,Even
848,36038295.0,Odd
849,88184397.0,Odd
850,75810249.0,Odd
851,23725072.0,Even
852,18369486.0,Even
853,37277935.0,Odd
854,112472891.0,Odd
855,110851668.0,Even
856,58819851.0,Odd
857,91271825.0,Odd
858,98316140.0,Even
859,93124754.0,Even
860,76502199.0,Odd
861,66829677.0,Odd
862,44641073.0,Odd
863,60734932.0,Even
864,17618522.0,Even
865,55660246.0,Even
866,78346322.0,Even
867,51115741.0,Odd
868,80010937.0,Odd
869,105016403.0,Odd
870,95877251.0,Odd
871,62050379.0,Odd
872,96727785.0,Odd
873,91776822.0,Even
874,813274.0,Even
875,64518750.0,Even
876,57608537.0,Odd
877,69897724.0,Even
878,19049195.0,Odd
879,67422291.0,Odd
880,19276936.0,Even
881,19351258.0,Even
882,19353942.0,Even
883,19610004.0,Even
884,19699503.0,Odd
885,19707217.0,Odd
886,19828394.0,Even
887,20090785.0,Odd
888,21075325.0,Odd
889,83251191.0,Odd
890,21512331.0,Odd
891,21516516.0,Even
892,21602744.0,Even
893,21656722.0,Even
894,21657241.0,Odd
895,21750575.0,Odd
896,21959587.0,Odd
897,21987023.0,Odd
898,21987221.0,Odd
899,22146031.0,Odd
900,22661224.0,Even
901,22661811.0,Odd
902,22669791.0,Odd
903,22841291.0,Odd
904,23150638.0,Even
905,23155388.0,Even
906,23250650.0,Even
907,23325172.0,Even
908,23325172.0,Even
909,23416962.0,Even
910,24417898.0,Even
911,57201540.0,Even
912,22587143.0,Odd
913,84327580.0,Even
914,78395655.0,Odd
915,42593816.0,Even
916,91799709.0,Odd
917,86567562.0,Even
918,54875964.0,Even
919,72318240.0,Even
920,70687187.0,Odd
921,111139273.0,Odd
922,37557538.0,Even
923,85636461.0,Odd
924,88613727.0,Odd
925,51115741.0,Odd
926,77273596.0,Even
927,83072305.0,Odd
928,77379140.0,Even
929,82239489.0,Odd
930,77887312.0,Even
931,78346322.0,Even
932,78346970.0,Even
933,5588806.0,Even
934,90366612.0,Even
935,75759659.0,Odd
936,89960894.0,Even
937,89997158.0,Even
938,88650802.0,Even
939,83250058.0,Even
940,83250160.0,Even
941,34401050.0,Even
942,86453975.0,Odd
943,76652247.0,Odd
944,29953032.0,Even
945,59254144.0,Even
946,59443791.0,Odd
947,59466102.0,Even
948,59467197.0,Odd
949,60293070.0,Even
950,60315503.0,Odd
951,60775884.0,Even
952,60906768.0,Even
953,61475131.0,Odd
954,61504589.0,Odd
955,61506717.0,Odd
956,61640586.0,Even
957,61648718.0,Even
958,61783644.0,Even
959,61792033.0,Odd
960,61897659.0,Odd
961,61922582.0,Even
962,61922657.0,Odd
963,61963112.0,Even
964,61963112.0,Even
965,62400587.0,Odd
966,62579622.0,Even
967,62582411.0,Odd
968,62583140.0,Even
969,62583853.0,Odd
970,62781995.0,Odd
971,63337709.0,Odd
972,63530045.0,Odd
973,63665185.0,Odd
974,63669256.0,Even
975,64477530.0,Even
976,65323877.0,Odd
977,65430610.0,Even
978,65453156.0,Even
979,83401047.0,Odd
980,92567513.0,Odd
981,1657263.0,Odd
982,4259661.0,Odd
983,4350106.0,Even
984,5396214.0,Even
985,6936785.0,Odd
986,7401746.0,Even
987,8255216.0,Even
988,9241878.0,Even
989,10210584.0,Even
990,10634098.0,Even
991,10890907.0,Odd
992,10962177.0,Odd
993,10963980.0,Even
994,37146675.0,Odd
995,12496689.0,Odd
996,24417898.0,Even
997,11752896.0,Even
998,15235546.0,Even
999,29667634.0,Even
1000,37004578.0,Even
1001,37251933.0,Odd
1002,55788683.0,Odd
1003,62579622.0,Even
1004,85636461.0,Odd
1005,93166883.0,Odd
1006,62711194.0,Even
1007,26234218.0,Even
1008,95478052.0,Even
1009,130948980.0,Even
1010,122626059.0,Odd
1011,65308792.0,Even
1012,91459669.0,Odd
1013,23250650.0,Even
1014,50658424.0,Even
1015,106754870.0,Even
1016,10963980.0,Even
1017,11719013.0,Odd
1018,120953039.0,Odd
1019,55064572.0,Even
1020,76617760.0,Even
1021,119540322.0,Even
1022,28713077.0,Odd
1023,35674595.0,Odd
1024,76779504.0,Even
1025,45515976.0,Even
1026,91773340.0,Even
1027,13436301.0,Odd
1028,126390397.0,Odd
1029,127197841.0,Odd
1030,116844968.0,Even
1031,120981896.0,Even
1032,119029672.0,Even
1033,55732479.0,Odd
1034,52679373.0,Odd
1035,48032592.0,Even
1036,48252226.0,Even
1037,55502962.0,Even
1038,88270975.0,Odd
1039,34634245.0,Odd
1040,31475783.0,Odd
1041,25382138.0,Even
1042,78346322.0,Even
1043,78346970.0,Even
1044,45811187.0,Odd
1045,62655794.0,Even
1046,51115741.0,Odd
1047,95885329.0,Odd
1048,92400595.0,Odd
1049,37137599.0,Odd
1050,35469313.0,Odd
1051,52784309.0,Odd
1052,62400587.0,Odd
1053,65323877.0,Odd
1054,74375002.0,Even
1055,13735592.0,Even
1056,15607060.0,Even
1057,63512637.0,Odd
1058,15424243.0,Odd
1059,22913974.0,Even
1060,39903989.0,Odd
1061,59761496.0,Even
1062,26593504.0,Even
1063,34401050.0,Even
1064,86453975.0,Odd
1065,76652247.0,Odd
1066,15228345.0,Odd
1067,21750575.0,Odd
1068,22661224.0,Even
1069,37968209.0,Odd
1070,60315503.0,Odd
1071,106066556.0,Even
1072,89732208.0,Even
1073,120344205.0,Odd
1074,91854525.0,Odd
1075,100462373.0,Odd
1076,54877628.0,Even
1077,84383992.0,Even
1078,57659858.0,Even
1079,90495808.0,Even
1080,116322948.0,Even
1081,27501829.0,Odd
1082,45330974.0,Even
1083,45681546.0,Even
1084,86567562.0,Even
1085,69979190.0,Even
1086,81843945.0,Odd
1087,18092986.0,Even
1088,15429343.0,Odd
1089,15226070.0,Even
1090,75190673.0,Odd
1091,12851682.0,Even
1092,62749808.0,Even
1093,36038295.0,Odd
1094,75810249.0,Odd
1095,129908461.0,Odd
1096,15226070.0,Even
1097,75190673.0,Odd
1098,12851682.0,Even
1099,75810249.0,Odd
1100,73296546.0,Even
1101,37106639.0,Odd
1102,19828394.0,Even
1103,74645976.0,Even
1104,51586134.0,Even
1105,43688581.0,Odd
1106,33853391.0,Odd
1107,80938469.0,Odd
1108,95877251.0,Odd
1109,70001183.0,Odd
1110,121205602.0,Even
1111,12409383.0,Odd
1112,83250058.0,Even
1113,83250058.0,Even
1114,119320434.0,Even
1115,26635009.0,Odd
1116,71020693.0,Odd
1117,11870741.0,Odd
1118,58411241.0,Odd
1119,46944726.0,Even
1120,91881642.0,Even
1121,16461019.0,Odd
1122,65304483.0,Odd
1123,7516924.0,Even
1124,66699268.0,Even
1125,21762495.0,Odd
1126,17628187.0,Odd
1127,45584444.0,Even
1128,67574794.0,Even
1129,54554245.0,Odd
1130,27481775.0,Odd
1131,106663486.0,Even
1132,63957819.0,Odd
1133,49813972.0,Even
1134,8255216.0,Even
1135,21959587.0,Odd
1136,24805280.0,Even
1137,29520687.0,Odd
1138,43576771.0,Odd
1139,54873248.0,Even
1140,59443791.0,Odd
1141,77217829.0,Odd
1142,41821807.0,Odd
1143,69896757.0,Odd
1144,83072305.0,Odd
1145,101633638.0,Even
1146,68758442.0,Even
1147,85771649.0,Odd
1148,37145475.0,Odd
1149,22059807.0,Odd
1150,39400356.0,Even
1151,11013198.0,Even
1152,11041536.0,Even
1153,93938252.0,Even
1154,11315127.0,Odd
1155,11342466.0,Even
1156,11487927.0,Odd
1157,11719013.0,Odd
1158,11722703.0,Odd
1159,11752896.0,Even
1160,11753035.0,Odd
1161,11809607.0,Odd
1162,11870800.0,Even
1163,12017474.0,Even
1164,12158971.0,Odd
1165,12404764.0,Even
1166,12409383.0,Odd
1167,12454380.0,Even
1168,12480951.0,Odd
1169,12496689.0,Odd
1170,28337921.0,Odd
1171,37447465.0,Odd
1172,50812728.0,Even
1173,71020693.0,Odd
1174,11870741.0,Odd
1175,38126136.0,Even
1176,45681546.0,Even
1177,48788084.0,Even
1178,29626355.0,Odd
1179,51586134.0,Even
1180,12449502.0,Even
1181,28244780.0,Even
1182,14066899.0,Odd
1183,35473699.0,Odd
1184,30446111.0,Odd
1185,30849289.0,Odd
1186,55945766.0,Even
1187,51145718.0,Even
1188,53904988.0,Even
1189,84397739.0,Odd
1190,68994044.0,Even
1191,70046721.0,Odd
1192,73830486.0,Even
1193,51115741.0,Odd
1194,64903618.0,Even
1195,77217829.0,Odd
1196,76213405.0,Odd
1197,75174553.0,Odd
1198,73215945.0,Odd
